year,province,hh_size,income,value,unit,attribute,source
2566,นครราชสีมา,"ขนาดของครัวเรือน 8 คน และมากกว่า","10,001 - 15,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,นครราชสีมา,"ขนาดของครัวเรือน 8 คน และมากกว่า","15,001 - 30,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,นครราชสีมา,"ขนาดของครัวเรือน 8 คน และมากกว่า","30,001 - 50,000 บาท",49.30,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,นครราชสีมา,"ขนาดของครัวเรือน 8 คน และมากกว่า","50,001 - 100,000 บาท",42.60,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,นครราชสีมา,"ขนาดของครัวเรือน 8 คน และมากกว่า","มากกว่า 100,000 บาท",8.10,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,นครราชสีมา,"ขนาดของครัวเรือน 8 คน และมากกว่า",รายได้ทั้งสิ้นเฉลี่ยต่อเดือนต่อคน,100.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,นครราชสีมา,"ขนาดของครัวเรือน 8 คน และมากกว่า","ต่ำกว่า 500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,นครราชสีมา,"ขนาดของครัวเรือน 8 คน และมากกว่า","500 - 1,500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,นครราชสีมา,"ขนาดของครัวเรือน 8 คน และมากกว่า","1,501 - 3,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,นครราชสีมา,"ขนาดของครัวเรือน 8 คน และมากกว่า","3,001 - 5,000 บาท",26.60,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,นครราชสีมา,"ขนาดของครัวเรือน 8 คน และมากกว่า","5,001 - 10,000 บาท",65.30,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,นครราชสีมา,"ขนาดของครัวเรือน 8 คน และมากกว่า","10,001 - 15,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,นครราชสีมา,"ขนาดของครัวเรือน 8 คน และมากกว่า","15,001 - 30,000 บาท",8.10,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,นครราชสีมา,"ขนาดของครัวเรือน 8 คน และมากกว่า","30,001 - 50,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,นครราชสีมา,"ขนาดของครัวเรือน 8 คน และมากกว่า","50,001 - 100,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,นครราชสีมา,"ขนาดของครัวเรือน 8 คน และมากกว่า","มากกว่า 100,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,รวมทั้งสิ้น,รายได้ทั้งสิ้นเฉลี่ยต่อเดือนต่อครัวเรือน,100.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,รวมทั้งสิ้น,"ต่ำกว่า 1,500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,รวมทั้งสิ้น,"1,500 - 3,000 บาท",.10,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,รวมทั้งสิ้น,"3,001 - 5,000 บาท",1.60,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,รวมทั้งสิ้น,"5,001 - 10,000 บาท",21.90,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,รวมทั้งสิ้น,"10,001 - 15,000 บาท",21.80,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,รวมทั้งสิ้น,"15,001 - 30,000 บาท",35.60,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,รวมทั้งสิ้น,"30,001 - 50,000 บาท",11.40,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,รวมทั้งสิ้น,"50,001 - 100,000 บาท",6.10,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,รวมทั้งสิ้น,"มากกว่า 100,000 บาท",1.40,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,รวมทั้งสิ้น,รายได้ทั้งสิ้นเฉลี่ยต่อเดือนต่อคน,100.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,รวมทั้งสิ้น,"ต่ำกว่า 500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,รวมทั้งสิ้น,"500 - 1,500 บาท",.30,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,รวมทั้งสิ้น,"1,501 - 3,000 บาท",6.70,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,รวมทั้งสิ้น,"3,001 - 5,000 บาท",28.40,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,รวมทั้งสิ้น,"5,001 - 10,000 บาท",41.80,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,รวมทั้งสิ้น,"10,001 - 15,000 บาท",10.60,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,รวมทั้งสิ้น,"15,001 - 30,000 บาท",8.20,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,รวมทั้งสิ้น,"30,001 - 50,000 บาท",2.70,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,รวมทั้งสิ้น,"50,001 - 100,000 บาท",1.30,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,รวมทั้งสิ้น,"มากกว่า 100,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 1 - 2 คน",รายได้ทั้งสิ้นเฉลี่ยต่อเดือนต่อครัวเรือน,100.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 1 - 2 คน","ต่ำกว่า 1,500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 1 - 2 คน","1,500 - 3,000 บาท",.30,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 1 - 2 คน","3,001 - 5,000 บาท",2.80,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 1 - 2 คน","5,001 - 10,000 บาท",37.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 1 - 2 คน","10,001 - 15,000 บาท",23.10,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 1 - 2 คน","15,001 - 30,000 บาท",24.50,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 1 - 2 คน","30,001 - 50,000 บาท",7.50,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 1 - 2 คน","50,001 - 100,000 บาท",3.60,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 1 - 2 คน","มากกว่า 100,000 บาท",1.40,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 1 - 2 คน",รายได้ทั้งสิ้นเฉลี่ยต่อเดือนต่อคน,100.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 1 - 2 คน","ต่ำกว่า 500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 1 - 2 คน","500 - 1,500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 1 - 2 คน","1,501 - 3,000 บาท",2.30,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 1 - 2 คน","3,001 - 5,000 บาท",16.70,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 1 - 2 คน","5,001 - 10,000 บาท",47.80,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 1 - 2 คน","10,001 - 15,000 บาท",14.30,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 1 - 2 คน","15,001 - 30,000 บาท",11.40,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 1 - 2 คน","30,001 - 50,000 บาท",4.80,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 1 - 2 คน","50,001 - 100,000 บาท",2.80,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 1 - 2 คน","มากกว่า 100,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 3 - 4 คน",รายได้ทั้งสิ้นเฉลี่ยต่อเดือนต่อครัวเรือน,100.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 3 - 4 คน","ต่ำกว่า 1,500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 3 - 4 คน","1,500 - 3,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 3 - 4 คน","3,001 - 5,000 บาท",.70,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 3 - 4 คน","5,001 - 10,000 บาท",11.20,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 3 - 4 คน","10,001 - 15,000 บาท",26.20,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 3 - 4 คน","15,001 - 30,000 บาท",40.80,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 3 - 4 คน","30,001 - 50,000 บาท",11.70,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 3 - 4 คน","50,001 - 100,000 บาท",7.60,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 3 - 4 คน","มากกว่า 100,000 บาท",1.80,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 3 - 4 คน",รายได้ทั้งสิ้นเฉลี่ยต่อเดือนต่อคน,100.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 3 - 4 คน","ต่ำกว่า 500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 3 - 4 คน","500 - 1,500 บาท",.70,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 3 - 4 คน","1,501 - 3,000 บาท",9.20,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 3 - 4 คน","3,001 - 5,000 บาท",35.60,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 3 - 4 คน","5,001 - 10,000 บาท",39.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 3 - 4 คน","10,001 - 15,000 บาท",7.90,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 3 - 4 คน","15,001 - 30,000 บาท",6.50,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 3 - 4 คน","30,001 - 50,000 บาท",1.20,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 3 - 4 คน","50,001 - 100,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 3 - 4 คน","มากกว่า 100,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 5 - 7 คน",รายได้ทั้งสิ้นเฉลี่ยต่อเดือนต่อครัวเรือน,100.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 5 - 7 คน","ต่ำกว่า 1,500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 5 - 7 คน","1,500 - 3,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 5 - 7 คน","3,001 - 5,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 5 - 7 คน","5,001 - 10,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 5 - 7 คน","10,001 - 15,000 บาท",8.80,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 5 - 7 คน","15,001 - 30,000 บาท",56.70,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 5 - 7 คน","30,001 - 50,000 บาท",23.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 5 - 7 คน","50,001 - 100,000 บาท",10.90,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 5 - 7 คน","มากกว่า 100,000 บาท",.60,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 5 - 7 คน",รายได้ทั้งสิ้นเฉลี่ยต่อเดือนต่อคน,100.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 5 - 7 คน","ต่ำกว่า 500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 5 - 7 คน","500 - 1,500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 5 - 7 คน","1,501 - 3,000 บาท",15.40,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 5 - 7 คน","3,001 - 5,000 บาท",45.40,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 5 - 7 คน","5,001 - 10,000 บาท",31.50,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 5 - 7 คน","10,001 - 15,000 บาท",5.60,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 5 - 7 คน","15,001 - 30,000 บาท",2.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 5 - 7 คน","30,001 - 50,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 5 - 7 คน","50,001 - 100,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 5 - 7 คน","มากกว่า 100,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 8 คน และมากกว่า",รายได้ทั้งสิ้นเฉลี่ยต่อเดือนต่อครัวเรือน,100.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 8 คน และมากกว่า","ต่ำกว่า 1,500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 8 คน และมากกว่า","1,500 - 3,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 8 คน และมากกว่า","3,001 - 5,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 8 คน และมากกว่า","5,001 - 10,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 8 คน และมากกว่า","10,001 - 15,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 8 คน และมากกว่า","15,001 - 30,000 บาท",88.80,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 8 คน และมากกว่า","30,001 - 50,000 บาท",11.20,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 8 คน และมากกว่า","50,001 - 100,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 8 คน และมากกว่า","มากกว่า 100,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 8 คน และมากกว่า",รายได้ทั้งสิ้นเฉลี่ยต่อเดือนต่อคน,100.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 8 คน และมากกว่า","ต่ำกว่า 500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 8 คน และมากกว่า","500 - 1,500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 8 คน และมากกว่า","1,501 - 3,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 8 คน และมากกว่า","3,001 - 5,000 บาท",100.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 8 คน และมากกว่า","5,001 - 10,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 8 คน และมากกว่า","10,001 - 15,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 8 คน และมากกว่า","15,001 - 30,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 8 คน และมากกว่า","30,001 - 50,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 8 คน และมากกว่า","50,001 - 100,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,บุรีรัมย์,"ขนาดของครัวเรือน 8 คน และมากกว่า","มากกว่า 100,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,สุรินทร์,รวมทั้งสิ้น,รายได้ทั้งสิ้นเฉลี่ยต่อเดือนต่อครัวเรือน,100.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,สุรินทร์,รวมทั้งสิ้น,"ต่ำกว่า 1,500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,สุรินทร์,รวมทั้งสิ้น,"1,500 - 3,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,สุรินทร์,รวมทั้งสิ้น,"3,001 - 5,000 บาท",2.80,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,สุรินทร์,รวมทั้งสิ้น,"5,001 - 10,000 บาท",18.10,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,สุรินทร์,รวมทั้งสิ้น,"10,001 - 15,000 บาท",21.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
