year,province,hh_size,income,value,unit,attribute,source
2566,ลำพูน,"ขนาดของครัวเรือน 1 - 2 คน","3,001 - 5,000 บาท",1.30,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 1 - 2 คน","5,001 - 10,000 บาท",13.70,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 1 - 2 คน","10,001 - 15,000 บาท",25.70,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 1 - 2 คน","15,001 - 30,000 บาท",45.20,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 1 - 2 คน","30,001 - 50,000 บาท",11.40,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 1 - 2 คน","50,001 - 100,000 บาท",2.40,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 1 - 2 คน","มากกว่า 100,000 บาท",.20,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 1 - 2 คน",รายได้ทั้งสิ้นเฉลี่ยต่อเดือนต่อคน,100.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 1 - 2 คน","ต่ำกว่า 500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 1 - 2 คน","500 - 1,500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 1 - 2 คน","1,501 - 3,000 บาท",.80,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 1 - 2 คน","3,001 - 5,000 บาท",5.40,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 1 - 2 คน","5,001 - 10,000 บาท",36.30,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 1 - 2 คน","10,001 - 15,000 บาท",26.90,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 1 - 2 คน","15,001 - 30,000 บาท",26.60,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 1 - 2 คน","30,001 - 50,000 บาท",3.70,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 1 - 2 คน","50,001 - 100,000 บาท",.50,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 1 - 2 คน","มากกว่า 100,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 3 - 4 คน",รายได้ทั้งสิ้นเฉลี่ยต่อเดือนต่อครัวเรือน,100.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 3 - 4 คน","ต่ำกว่า 1,500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 3 - 4 คน","1,500 - 3,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 3 - 4 คน","3,001 - 5,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 3 - 4 คน","5,001 - 10,000 บาท",2.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 3 - 4 คน","10,001 - 15,000 บาท",12.30,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 3 - 4 คน","15,001 - 30,000 บาท",50.20,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 3 - 4 คน","30,001 - 50,000 บาท",25.40,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 3 - 4 คน","50,001 - 100,000 บาท",8.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 3 - 4 คน","มากกว่า 100,000 บาท",2.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 3 - 4 คน",รายได้ทั้งสิ้นเฉลี่ยต่อเดือนต่อคน,100.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 3 - 4 คน","ต่ำกว่า 500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 3 - 4 คน","500 - 1,500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 3 - 4 คน","1,501 - 3,000 บาท",.90,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 3 - 4 คน","3,001 - 5,000 บาท",20.90,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 3 - 4 คน","5,001 - 10,000 บาท",49.10,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 3 - 4 คน","10,001 - 15,000 บาท",17.60,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 3 - 4 คน","15,001 - 30,000 บาท",8.30,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 3 - 4 คน","30,001 - 50,000 บาท",2.20,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 3 - 4 คน","50,001 - 100,000 บาท",1.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 3 - 4 คน","มากกว่า 100,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 5 - 7 คน",รายได้ทั้งสิ้นเฉลี่ยต่อเดือนต่อครัวเรือน,100.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 5 - 7 คน","ต่ำกว่า 1,500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 5 - 7 คน","1,500 - 3,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 5 - 7 คน","3,001 - 5,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 5 - 7 คน","5,001 - 10,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 5 - 7 คน","10,001 - 15,000 บาท",3.60,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 5 - 7 คน","15,001 - 30,000 บาท",26.70,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 5 - 7 คน","30,001 - 50,000 บาท",30.20,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 5 - 7 คน","50,001 - 100,000 บาท",37.40,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 5 - 7 คน","มากกว่า 100,000 บาท",2.20,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 5 - 7 คน",รายได้ทั้งสิ้นเฉลี่ยต่อเดือนต่อคน,100.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 5 - 7 คน","ต่ำกว่า 500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 5 - 7 คน","500 - 1,500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 5 - 7 คน","1,501 - 3,000 บาท",3.60,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 5 - 7 คน","3,001 - 5,000 บาท",17.10,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 5 - 7 คน","5,001 - 10,000 บาท",51.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 5 - 7 คน","10,001 - 15,000 บาท",21.70,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 5 - 7 คน","15,001 - 30,000 บาท",5.40,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 5 - 7 คน","30,001 - 50,000 บาท",1.10,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 5 - 7 คน","50,001 - 100,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 5 - 7 คน","มากกว่า 100,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 8 คน และมากกว่า",รายได้ทั้งสิ้นเฉลี่ยต่อเดือนต่อครัวเรือน,100.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 8 คน และมากกว่า","ต่ำกว่า 1,500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 8 คน และมากกว่า","1,500 - 3,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 8 คน และมากกว่า","3,001 - 5,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 8 คน และมากกว่า","5,001 - 10,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 8 คน และมากกว่า","10,001 - 15,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 8 คน และมากกว่า","15,001 - 30,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 8 คน และมากกว่า","30,001 - 50,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 8 คน และมากกว่า","50,001 - 100,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 8 คน และมากกว่า","มากกว่า 100,000 บาท",100.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 8 คน และมากกว่า",รายได้ทั้งสิ้นเฉลี่ยต่อเดือนต่อคน,100.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 8 คน และมากกว่า","ต่ำกว่า 500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 8 คน และมากกว่า","500 - 1,500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 8 คน และมากกว่า","1,501 - 3,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 8 คน และมากกว่า","3,001 - 5,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 8 คน และมากกว่า","5,001 - 10,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 8 คน และมากกว่า","10,001 - 15,000 บาท",100.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 8 คน และมากกว่า","15,001 - 30,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 8 คน และมากกว่า","30,001 - 50,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 8 คน และมากกว่า","50,001 - 100,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำพูน,"ขนาดของครัวเรือน 8 คน และมากกว่า","มากกว่า 100,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำปาง,รวมทั้งสิ้น,รายได้ทั้งสิ้นเฉลี่ยต่อเดือนต่อครัวเรือน,100.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,รวมทั้งสิ้น,"ต่ำกว่า 1,500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำปาง,รวมทั้งสิ้น,"1,500 - 3,000 บาท",.10,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,รวมทั้งสิ้น,"3,001 - 5,000 บาท",1.90,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,รวมทั้งสิ้น,"5,001 - 10,000 บาท",19.90,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,รวมทั้งสิ้น,"10,001 - 15,000 บาท",21.50,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,รวมทั้งสิ้น,"15,001 - 30,000 บาท",36.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,รวมทั้งสิ้น,"30,001 - 50,000 บาท",12.50,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,รวมทั้งสิ้น,"50,001 - 100,000 บาท",6.20,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,รวมทั้งสิ้น,"มากกว่า 100,000 บาท",2.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,รวมทั้งสิ้น,รายได้ทั้งสิ้นเฉลี่ยต่อเดือนต่อคน,100.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,รวมทั้งสิ้น,"ต่ำกว่า 500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำปาง,รวมทั้งสิ้น,"500 - 1,500 บาท",.40,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,รวมทั้งสิ้น,"1,501 - 3,000 บาท",4.30,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,รวมทั้งสิ้น,"3,001 - 5,000 บาท",20.70,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,รวมทั้งสิ้น,"5,001 - 10,000 บาท",40.50,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,รวมทั้งสิ้น,"10,001 - 15,000 บาท",17.30,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,รวมทั้งสิ้น,"15,001 - 30,000 บาท",12.30,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,รวมทั้งสิ้น,"30,001 - 50,000 บาท",2.60,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,รวมทั้งสิ้น,"50,001 - 100,000 บาท",1.50,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,รวมทั้งสิ้น,"มากกว่า 100,000 บาท",.50,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 1 - 2 คน",รายได้ทั้งสิ้นเฉลี่ยต่อเดือนต่อครัวเรือน,100.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 1 - 2 คน","ต่ำกว่า 1,500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 1 - 2 คน","1,500 - 3,000 บาท",.20,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 1 - 2 คน","3,001 - 5,000 บาท",3.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 1 - 2 คน","5,001 - 10,000 บาท",29.70,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 1 - 2 คน","10,001 - 15,000 บาท",25.70,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 1 - 2 คน","15,001 - 30,000 บาท",28.20,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 1 - 2 คน","30,001 - 50,000 บาท",6.80,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 1 - 2 คน","50,001 - 100,000 บาท",4.30,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 1 - 2 คน","มากกว่า 100,000 บาท",2.10,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 1 - 2 คน",รายได้ทั้งสิ้นเฉลี่ยต่อเดือนต่อคน,100.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 1 - 2 คน","ต่ำกว่า 500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 1 - 2 คน","500 - 1,500 บาท",.20,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 1 - 2 คน","1,501 - 3,000 บาท",2.30,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 1 - 2 คน","3,001 - 5,000 บาท",14.50,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 1 - 2 คน","5,001 - 10,000 บาท",39.90,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 1 - 2 คน","10,001 - 15,000 บาท",20.30,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 1 - 2 คน","15,001 - 30,000 บาท",15.90,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 1 - 2 คน","30,001 - 50,000 บาท",3.90,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 1 - 2 คน","50,001 - 100,000 บาท",2.50,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 1 - 2 คน","มากกว่า 100,000 บาท",.60,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 3 - 4 คน",รายได้ทั้งสิ้นเฉลี่ยต่อเดือนต่อครัวเรือน,100.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 3 - 4 คน","ต่ำกว่า 1,500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 3 - 4 คน","1,500 - 3,000 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 3 - 4 คน","3,001 - 5,000 บาท",.50,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 3 - 4 คน","5,001 - 10,000 บาท",7.20,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 3 - 4 คน","10,001 - 15,000 บาท",19.50,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 3 - 4 คน","15,001 - 30,000 บาท",46.70,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 3 - 4 คน","30,001 - 50,000 บาท",17.60,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 3 - 4 คน","50,001 - 100,000 บาท",6.80,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 3 - 4 คน","มากกว่า 100,000 บาท",1.70,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 3 - 4 คน",รายได้ทั้งสิ้นเฉลี่ยต่อเดือนต่อคน,100.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 3 - 4 คน","ต่ำกว่า 500 บาท",.00,ร้อยละ,"ศูนย์จุดศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 3 - 4 คน","500 - 1,500 บาท",.50,ร้อยละ,,สำนักงานสถิติแห่งชาติ
2566,ลำปาง,"ขนาดของครัวเรือน 3 - 4 คน","1,501 - 3,000 บาท",7.00,ร้อยละ,,สำนักงานสถิติแห่งชาติ
